,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
TimeInSeconds:,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,860,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,861,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,862,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,863,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,864,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,865,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,866,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,867,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,868,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,869,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,870,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,871,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,22.619,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,872,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,873,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,874,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,875,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,876,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,877,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,878,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,879,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,880,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,881,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,882,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,883,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,884,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,885,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,886,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,1.486,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,887,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,888,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,889,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,890,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,891,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,892,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,893,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,894,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,895,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,896,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,8.234,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,897,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,898,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,899,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,900,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,901,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,902,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,903,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,904,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,905,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,906,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,907,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,908,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,909,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,910,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,911,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,912,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,913,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,914,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,915,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,916,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,917,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,918,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,919,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,920,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,921,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,22.716,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,922,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,923,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,924,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,925,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,926,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,927,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,928,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,929,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,930,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,931,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,932,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,933,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,934,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,935,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,936,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,937,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,938,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,939,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,940,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,941,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,942,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,943,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,944,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,945,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,946,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,22.634,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,947,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,948,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,949,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,950,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,951,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,952,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,953,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,954,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,955,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
